Id,SalePrice
1461,121849.22589201556
1462,132456.03296724454
1463,173883.4065655844
1464,196343.25572876938
1465,195489.65931259957
1466,170079.00948974202
1467,179764.47699404747
1468,165155.63323936556
1469,188099.1942724801
1470,118448.08461907567
1471,174796.1884685145
1472,102562.23969061984
1473,97295.94952121591
1474,139041.38149169745
1475,110313.02934898192
1476,357149.75949485786
1477,256449.35536465695
1478,288111.4579369132
1479,286176.4526796844
1480,492733.11188935034
1481,328364.787635823
1482,210845.17394885092
1483,171835.63779068
1484,166321.89203242608
1485,195403.06648806293
1486,189822.7021640413
1487,339524.42131215276
1488,241193.95683927988
1489,193377.26255194773
1490,241360.75930119958
1491,197864.2630300941
1492,98183.02543744486
1493,165309.85479224438
1494,299634.0581758339
1495,282571.9603006381
1496,229827.67954350245
1497,174335.66623569612
1498,193357.20099783695
1499,168073.42203246724
1500,160014.85182162642
1501,177106.78931857803
1502,150776.8968544841
1503,289523.61154118634
1504,246525.30188683243
1505,231386.9782161945
1506,182388.36103860216
1507,254783.3543910952
1508,203703.02181785408
1509,152280.0094534942
1510,146126.5372186288
1511,168094.15536024564
1512,170513.20129717694
1513,147631.48819797684
1514,160532.20350702445
1515,177301.38664123003
1516,155357.38333590384
1517,168414.66490988055
1518,137447.79321448327
1519,215603.8337843833
1520,126098.93785856088
1521,125865.0870876325
1522,168826.71985697385
1523,110463.54440332254
1524,114584.46855842827
1525,118597.0539480355
1526,108463.44452951975
1527,111048.11910816781
1528,133577.1977449509
1529,157334.50480618238
1530,203812.61049880486
1531,122081.60619151646
1532,98731.39617445797
1533,156549.43294399648
1534,116112.46499510745
1535,142666.97907181925
1536,109151.58396920176
1537,64603.38624494111
1538,151632.5662272535
1539,194343.1692538802
1540,87081.95452954556
1541,129019.55017408867
1542,150396.17948214797
1543,184897.31379272585
1544,88851.69887603649
1545,116893.65448488417
1546,150755.37633243814
1547,138374.67360491588
1548,134585.7642807392
1549,127871.08315666119
1550,135654.89541539014
1551,107051.73234996732
1552,139964.86270870213
1553,135094.52433844574
1554,123967.30281268491
1555,166208.12454991645
1556,88992.87525361106
1557,108364.05755905724
1558,102910.82781341573
1559,52063.26473510696
1560,142463.48512196695
1561,124407.63304172085
1562,135841.82167440106
1563,120794.69423947974
1564,149077.590874128
1565,146039.29746913863
1566,228954.0760773098
1567,78822.60076381329
1568,250355.6944091426
1569,138464.68936550527
1570,138481.70114147625
1571,111876.28872101352
1572,139028.04597369034
1573,208892.18664178214
1574,122359.68231627645
1575,228690.85025162605
1576,239028.20581150582
1577,180978.21007673958
1578,129011.24462638423
1579,149981.04036847854
1580,198783.69954736487
1581,149669.78039663978
1582,124758.59153839662
1583,299699.75488180737
1584,224334.06947376076
1585,138095.81064548614
1586,79127.1156589743
1587,99262.23221215952
1588,150018.29636673085
1589,97261.03915591259
1590,132294.8627787251
1591,90352.49098249934
1592,117140.22624139136
1593,131426.7748918552
1594,123781.6588279449
1595,106127.38517133234
1596,228925.39932018123
1597,211973.22787044162
1598,229676.1758937214
1599,151394.72705993446
1600,147749.8309172866
1601,71607.2101353737
1602,118653.68779170653
1603,48898.67995733466
1604,250066.37362608276
1605,239679.36636842965
1606,164731.10373031534
1607,183117.15132671647
1608,216538.786251663
1609,191380.19520449036
1610,159863.34430324705
1611,135050.17172122345
1612,178265.73071628626
1613,170367.08015931264
1614,117435.02365394444
1615,86791.8553099802
1616,75619.37647884342
1617,86839.53536118689
1618,141200.4995118167
1619,146578.36323039772
1620,183773.48602996112
1621,129815.79995549528
1622,145587.9955462179
1623,258289.29252093332
1624,213349.3969536111
1625,114406.75485950497
1626,175410.75166540587
1627,193068.06108974302
1628,260797.46351243486
1629,183929.86467147977
1630,353342.08108488715
1631,247592.83784921025
1632,236356.22738924922
1633,182479.07908687633
1634,183281.57787297756
1635,177206.71979983966
1636,152808.40388072116
1637,195623.88300853898
1638,195562.60299261997
1639,181545.67039875366
1640,242539.10007087764
1641,176096.69386078604
1642,237762.3355552789
1643,239613.2566234099
1644,234389.90948700206
1645,228573.35339031075
1646,160172.52159307638
1647,150322.8675202704
1648,130256.17937145643
1649,142542.42641585696
1650,113279.9021352875
1651,118695.26645368572
1652,101203.58842204674
1653,104795.86007863609
1654,143900.45321572464
1655,135904.92611713847
1656,138178.301104225
1657,150237.80030983992
1658,143881.40157278135
1659,122061.08098596774
1660,150160.99267421255
1661,443597.51551803405
1662,394545.3902171944
1663,365063.4914583529
1664,446005.9305871261
1665,298057.00649180915
1666,284519.14873478987
1667,355819.7234393542
1668,328955.74341297237
1669,304054.83244181727
1670,335411.5908241881
1671,279690.7707678458
1672,437014.613136586
1673,308984.12768355204
1674,248449.44582388733
1675,198607.58657839417
1676,197838.46847255615
1677,221693.6820433523
1678,447542.88696217124
1679,384782.9277275653
1680,297484.6269387389
1681,233886.96610402616
1682,331588.35420177435
1683,192571.33337239613
1684,178757.9579780282
1685,172988.3502558472
1686,167895.3488515517
1687,174326.8523550773
1688,185476.45989336955
1689,188702.92403928892
1690,200982.48934090752
1691,191134.78324971593
1692,247307.70198242448
1693,172557.56535637993
1694,182291.46941584974
1695,181314.35974189287
1696,293883.3433737778
1697,178805.8197677876
1698,358867.24683845317
1699,330815.19955091143
1700,258762.21212808258
1701,266301.00118400494
1702,241017.7198698575
1703,247096.30748104298
1704,294845.5169243268
1705,250326.9202362989
1706,244875.92927118245
1707,205412.44486229788
1708,203691.57030895367
1709,267617.45861187717
1710,222130.59338524283
1711,276138.1543008859
1712,253175.89510284676
1713,272018.7119499608
1714,218024.59346272162
1715,205863.2300185991
1716,184061.7825609153
1717,181601.46765397806
1718,137557.96397936225
1719,208813.20931501366
1720,220748.59252790117
1721,148465.52062806726
1722,115002.35003413004
1723,145426.1420318808
1724,203414.2442467734
1725,239098.7644160859
1726,186876.7753515642
1727,149245.13493971596
1728,161352.8557424431
1729,174017.92322056403
1730,153283.54199088152
1731,119475.42967612643
1732,132173.74751332178
1733,109006.91245155454
1734,110781.38367149503
1735,114476.32350162527
1736,116664.30439813288
1737,284643.31782201765
1738,251440.16728768966
1739,232858.8150860372
1740,219046.4094017275
1741,193507.70467917292
1742,164503.44745031316
1743,173607.89494803757
1744,305357.4023487478
1745,218337.8203950655
1746,183469.07786290813
1747,217195.7569047617
1748,216551.66588715938
1749,150384.7463353859
1750,118325.1007468742
1751,246784.3145550466
1752,115364.14288527356
1753,147091.38325006524
1754,201427.39801768176
1755,162705.36531232274
1756,128893.1483073658
1757,121183.7762008913
1758,138622.16185224103
1759,155515.4010810353
1760,173208.09394575303
1761,149037.4173010698
1762,171221.72506174934
1763,170606.57260223935
1764,114991.44385415962
1765,138121.00444909284
1766,197474.93092512825
1767,223024.68153214228
1768,136093.3962462527
1769,160276.92367960507
1770,157318.50913331346
1771,118150.99815710916
1772,133272.62126905826
1773,121809.13021611591
1774,150882.06170842188
1775,145998.98205387115
1776,139270.99717950853
1777,111077.03162156072
1778,135869.28027059513
1779,134567.0057399279
1780,161247.66209694292
1781,115584.29785537175
1782,89350.91127194064
1783,149110.25589762663
1784,104976.76216925493
1785,115991.29126483724
1786,150233.8652529204
1787,154860.37079856376
1788,71046.85553330801
1789,101177.94428263634
1790,91234.51461262166
1791,205488.4322287067
1792,148352.56242908371
1793,134595.18768930133
1794,157281.1801079885
1795,131684.94028038188
1796,139762.14270431545
1797,118218.62205924289
1798,120932.78012433104
1799,114599.68145928376
1800,130900.28396503032
1801,125119.91167304853
1802,134484.09673303764
1803,146373.89188406745
1804,132925.67809823086
1805,140473.5675830368
1806,125124.34468505757
1807,132909.60962840976
1808,115871.72927993738
1809,118403.58518597342
1810,135159.25144029135
1811,87687.30808362122
1812,92501.93963357928
1813,122570.36686772134
1814,86825.1494614173
1815,60482.091825035954
1816,98475.58985701187
1817,100173.3611925659
1818,137549.32326871715
1819,126453.83065685161
1820,55280.18024250481
1821,104880.53092801574
1822,146944.9268508264
1823,46031.74562562752
1824,123232.20241364853
1825,140663.44334192178
1826,114183.91157913739
1827,104791.00405154978
1828,133136.77114081834
1829,120171.73668615683
1830,139244.93540607818
1831,132620.65547315034
1832,76840.98321707471
1833,136821.92494817622
1834,122867.2329332509
1835,115138.73209243629
1836,120173.08949025418
1837,97855.6424797511
1838,127694.7075897574
1839,109655.23455687314
1840,138533.38492898812
1841,132084.68157546196
1842,88297.86505713752
1843,131118.34539413906
1844,161246.41231545314
1845,150464.26982601336
1846,157169.4202356757
1847,168207.62655341614
1848,54805.44884408926
1849,92551.36769238075
1850,115047.70005159598
1851,141472.70102408217
1852,128649.99691851564
1853,125101.24042771108
1854,155548.17852011355
1855,138963.30633914185
1856,232086.1158943044
1857,106015.16993095604
1858,128965.2881831311
1859,116643.03738958288
1860,150960.72356581327
1861,118840.20853367168
1862,343522.74230271415
1863,329628.05974423245
1864,329648.39034926944
1865,318318.8677286139
1866,293552.4274877227
1867,222446.19150212544
1868,280753.5209292529
1869,210198.07267762738
1870,222427.9194388659
1871,244304.22365441377
1872,176683.3858982347
1873,242946.8169291947
1874,150504.82441004144
1875,181692.21381939307
1876,204905.65821610048
1877,205393.76303806246
1878,197501.99586615368
1879,131148.02464329932
1880,129535.89463470355
1881,246767.01342521727
1882,236390.90681532433
1883,180183.53560177764
1884,197702.20848238838
1885,188306.9782672871
1886,263641.0387359669
1887,218009.78179421346
1888,278361.1205635678
1889,172043.21574764117
1890,106009.92314614984
1891,120948.58688189277
1892,99830.12289063731
1893,124084.6747138673
1894,131122.72757791023
1895,127976.73312172305
1896,123696.19083988282
1897,136302.53299217095
1898,113691.65237375021
1899,170326.39310133632
1900,147638.6995363898
1901,162923.3497295607
1902,153905.10381642374
1903,238292.68830123506
1904,145638.2801547144
1905,209375.60698815054
1906,130053.35799313022
1907,228655.42482901402
1908,107208.37507451305
1909,133383.26704936087
1910,117932.29099919261
1911,237977.1992800551
1912,323427.11234294664
1913,150172.12737524664
1914,54535.62223603432
1915,274265.9684426143
1916,42323.86079324685
1917,236054.03577842948
1918,144423.6292603661
1919,174783.62578784177
1920,151390.33365441562
1921,350329.92635019525
1922,281771.18023259717
1923,254358.62581720852
1924,251043.35051349143
1925,201858.79022345511
1926,332448.38184174505
1927,127994.58517968969
1928,154872.90037349108
1929,128861.1207808437
1930,136428.67266291205
1931,142103.94965775765
1932,133010.34264156764
1933,173740.63789723703
1934,179109.53659438362
1935,173501.21653072245
1936,186348.89972936013
1937,177741.5419131787
1938,158263.51128163794
1939,262843.2659948617
1940,189152.78121651278
1941,165346.49894433108
1942,145544.71232337778
1943,213348.10249792517
1944,357053.6944508347
1945,361794.43840261037
1946,124732.90551909817
1947,171562.64780845976
1948,158105.79252368605
1949,234495.01554370957
1950,182029.3990565421
1951,239818.17176539122
1952,215801.12380592866
1953,170214.49854664374
1954,183736.7934986996
1955,135481.36722193548
1956,273886.81923160417
1957,141369.44022618144
1958,235086.99288702055
1959,151315.29646254395
1960,108940.12285604423
1961,129814.56044217278
1962,101549.25186438923
1963,109118.13854355148
1964,103322.79285070603
1965,146016.1558704854
1966,129188.07517742406
1967,311970.2123137525
1968,439655.33440837404
1969,355671.4120790806
1970,400478.6913838402
1971,474452.0135791651
1972,380454.43655082886
1973,284283.78444532905
1974,333871.04889732954
1975,473130.2408761838
1976,287130.1066340207
1977,385740.1936449574
1978,347389.5215860922
1979,295783.3648845852
1980,206327.0508433071
1981,325688.28908482275
1982,225152.61044699862
1983,212421.49243701252
1984,175400.91084879925
1985,221931.81069356622
1986,209814.5656536371
1987,187206.9697104039
1988,177692.39922452602
1989,188740.94358580132
1990,207259.58760745183
1991,232737.927396675
1992,213636.01636736107
1993,170866.94791882674
1994,205406.57471760298
1995,185650.0622578805
1996,264401.38472980435
1997,291886.1005198256
1998,309839.7544031722
1999,315376.5614654669
2000,325680.56616771774
2001,265181.9972409517
2002,241311.85020862843
2003,266182.06250600686
2004,314404.3541846579
2005,232713.0475311431
2006,221410.85244749303
2007,246252.5676241352
2008,226933.80325111008
2009,199524.03320786447
2010,192322.11358297552
2011,128552.22978169595
2012,176876.42632796633
2013,173855.43663118192
2014,179215.8071076522
2015,205511.48058255287
2016,192698.28771877819
2017,195021.29922806105
2018,110185.188335983
2019,141509.07689374092
2020,96937.5171820912
2021,104388.95850430666
2022,194245.84924272908
2023,140768.76040179984
2024,286446.82872849074
2025,378852.7603892695
2026,175812.2527890528
2027,170026.59467436452
2028,151359.22831955052
2029,172925.87859778598
2030,246959.40764166505
2031,228645.12709656355
2032,228391.39480574368
2033,232946.9250421902
2034,178922.57560375505
2035,223002.40263413338
2036,203332.86541931762
2037,234095.6742373467
2038,315215.841713058
2039,216268.77239194157
2040,315383.4994916908
2041,292766.0797796339
2042,208531.01328540046
2043,181977.7132133876
2044,157338.88948945783
2045,212190.83230642803
2046,169000.32195475412
2047,139834.29508820255
2048,141739.57099941812
2049,151500.26451156707
2050,161911.43994082842
2051,104030.12581901308
2052,124956.36881203944
2053,145417.01316278972
2054,104026.01105177327
2055,155295.39348314883
2056,154969.08371654275
2057,107876.91051902939
2058,212079.45142603622
2059,134846.99037544004
2060,185123.78003664708
2061,165895.86422018835
